,director_name,actor_2_name,actor_1_name,clean_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,imdb_score,movieId,year,genres,budget,original_title,popularity,revenue,title,language_n,year_n,country_n,content_rating_n,director_name_n,actor_1_name_n,actor_2_name_n,actor_3_name_n
1396,Patrick Read Johnson,Lara Flynn Boyle,Joe Mantegna,baby's day out,2949,Cynthia Nixon,English,USA,PG,5.9,5096,1994,Family|Crime|Adventure|Drama|Comedy,50000000,Baby's Day Out,12.508517999999999,16671505.0,Baby's Day Out,1,4,1,2,2,6,2,2
1397,Doug Liman,Ty Burrell,Naomi Watts,fair game,10191,Brooke Smith,English,USA,PG-13,6.8,71,1995,Thriller|Drama|Biography|Action,50000000,Fair Game,5.912223,11534477.0,Fair Game,1,5,1,1,6,14,6,3
1403,missing,Tony Curran,Julie Benz,defiance,5381,Grant Bowler,English,USA,TV-MA,7.0,26438,1980,Action|Drama|Sci-Fi|Crime,0,Defiance,2.068784,0.0,Defiance,1,4,1,6,0,4,7,1
1407,Tony Scott,Mo'Nique,Ian Ziering,domino,5702,Edgar Ramírez,English,France,R,6.0,37382,2005,Thriller|Crime|Biography|Action|Drama,50000000,Domino,6.394143,22944502.0,Domino,1,5,8,4,10,2,7,6
1408,William Friedkin,Chazz Palminteri,Michael Biehn,jade,5461,Linda Fiorentino,English,USA,R,5.1,132,1995,Thriller|Drama|Crime,50000000,Jade,11.418917,9851610.0,Jade,1,5,1,4,3,6,9,2
1409,Mark Neveldine,Logan Lerman,Gerard Butler,gamer,29926,Alison Lohman,English,USA,R,5.8,71254,2009,Action|Sci-Fi|Thriller,50000000,Gamer,9.730681,40828540.0,Gamer,1,5,1,4,4,20,8,6
1411,Richard LaGravenese,Zoey Deutch,Alden Ehrenreich,beautiful creatures,3580,Pruitt Taylor Vince,English,USA,PG-13,6.2,4242,2000,Romance|Thriller|Crime|Fantasy|Drama|Comedy,0,Beautiful Creatures,2.269511,0.0,Beautiful Creatures,1,5,1,1,5,3,1,4
1415,Danny DeVito,Vincent Schiavelli,Robin Williams,death to smoochy,52885,Danny Woodburn,English,UK,R,6.4,5265,2002,Thriller|Crime|Drama|Comedy,55000000,Death to Smoochy,8.127591,0.0,Death to Smoochy,1,5,2,4,3,23,5,4
1416,Mike Nichols,Linda Fiorentino,Judy Greer,what planet are you from?,3954,Garry Shandling,English,USA,R,5.6,3326,2000,Sci-Fi|Comedy,60000000,What Planet Are You From?,1.994868,0.0,What Planet Are You From?,1,5,1,4,6,16,2,3
1417,Patrick Lussier,Billy Burke,Nicolas Cage,drive angry,16481,Katy Mixon,English,USA,R,5.5,84942,2011,Action|Fantasy|Thriller,50000000,Drive Angry,7.668829,28931401.0,Drive Angry,1,5,1,4,4,22,9,4
1418,Andrzej Bartkowiak,Robin Shou,Chris Klein,street fighter: the legend of chun-li,1385,Josie Ho,English,Canada,PG-13,3.7,66639,2009,Sci-Fi|Mystery|Thriller|Crime|Action|Adventure|Drama,50000000,Street Fighter: The Legend of Chun-Li,6.660188000000001,12764201.0,Street Fighter: The Legend of Chun-Li,1,5,4,1,5,7,2,1
1419,missing,Graham McTavish,Tobias Menzies,outlander,1863,Stephen Walters,English,USA,TV-MA,8.5,65982,2008,Sci-Fi|Romance|Action|Adventure|Drama,50000000,Outlander,14.611182000000001,7033683.0,Outlander,1,5,1,6,0,2,1,2
1420,Steven Soderbergh,Jacob Vargas,Michael O'Neill,traffic,1418,James Lew,English,USA,R,7.6,4034,2000,Thriller|Drama|Crime,48000000,Traffic,8.338222,207515725.0,Traffic,1,5,1,4,12,6,5,1
1421,Steven Spielberg,Julian Glover,Harrison Ford,indiana jones and the last crusade,12884,Alison Doody,English,USA,PG-13,8.3,1291,1989,Action|Fantasy|Adventure,48000000,Indiana Jones and the Last Crusade,14.788986999999999,474171806.0,Indiana Jones and the Last Crusade,1,4,1,1,19,20,4,1
1422,Joe Wright,Guro Nagelhus Schia,Kelly Macdonald,anna karenina,2035,Matthew Macfadyen,English,UK,R,6.6,1496,1997,Drama|Romance,35000000,Anna Karenina,5.660835,791830.0,Anna Karenina,1,5,2,4,5,6,1,1
1434,Neill Blomkamp,Sharlto Copley,Hugh Jackman,chappie,23051,Jose Pablo Cantillo,English,USA,R,6.9,120466,2015,Sci-Fi|Thriller|Crime|Action|Drama,49000000,Chappie,30.206365,104399548.0,Chappie,1,6,1,4,3,15,4,4
1435,David Fincher,Dwight Yoakam,Kristen Stewart,panic room,18141,Mel Rodriguez,English,USA,R,6.8,5266,2002,Thriller|Drama|Crime,48000000,Panic Room,14.969501999999999,196397415.0,Panic Room,1,5,1,4,4,12,3,1
1436,David O. Russell,Jamie Kennedy,Judy Greer,three kings,3743,Mykelti Williamson,English,USA,R,7.1,2890,1999,Action|Adventure|Drama|War|Comedy,75000000,Three Kings,12.287636000000001,108000000.0,Three Kings,1,5,1,4,5,16,4,1
1437,Jerry Zucker,Douglas Haase,Corinna Harney,rat race,1823,Vince Vieluf,English,Canada,PG-13,6.4,4728,2001,Adventure|Comedy,48000000,Rat Race,12.330275,85498534.0,Rat Race,1,5,4,1,3,1,1,2
1438,Iain Softley,Jeff Bridges,Kevin Spacey,k-pax,33615,Alfre Woodard,English,USA,PG-13,7.4,4874,2001,Fantasy|Drama|Mystery|Sci-Fi,48000000,K-PAX,12.400152,50315140.0,K-PAX,1,5,1,1,3,15,14,10
1439,James Mangold,Natasha Lyonne,Hugh Jackman,kate & leopold,22209,Bradley Whitford,English,USA,PG-13,6.4,4992,2001,Fantasy|Comedy|Romance,0,Kate & Leopold,7.196356,0.0,Kate & Leopold,1,5,1,1,7,15,8,2
1440,Harold Ramis,Frances O'Connor,Brendan Fraser,bedazzled,5390,Brian Doyle-Murray,English,USA,PG-13,6.0,3968,2000,Fantasy|Comedy|Romance,48000000,Bedazzled,8.781588000000001,90383208.0,Bedazzled,1,5,1,1,8,13,3,5
1444,James Mangold,Logan Lerman,Christian Bale,3:10 to yuma,33548,Gretchen Mol,English,USA,R,7.8,5300,1957,Thriller|Crime|Adventure|Action|Drama|Western,0,3:10 to Yuma,15.931069,0.0,3:10 to Yuma,1,3,1,4,7,17,8,4
1448,Olivier Megaton,Dougray Scott,Liam Neeson,taken 3,16967,Jon Gries,English,France,PG-13,6.0,120635,2015,Action|Crime|Thriller,48000000,Taken 3,18.081483,325771424.0,Taken 3,1,6,8,1,3,24,7,7
1449,Steven Soderbergh,Albert Brooks,Don Cheadle,out of sight,3768,Keith Hudson,English,USA,R,7.0,1912,1998,Romance|Thriller|Crime|Drama|Comedy,48000000,Out of Sight,7.349811999999999,77745568.0,Out of Sight,1,5,1,4,12,12,8,1
1450,Deepa Mehta,Gulshan Grover,Nandita Das,earth,371,Eric Peterson,Hindi,India,Unrated,7.8,6682,1998,Drama|War|Romance,0,1947: Earth,3.8779879999999998,528972.0,Earth,4,5,11,11,2,1,1,1
1458,Warren Beatty,Warren Beatty,Charlie Korsmo,dick tracy,2096,Seymour Cassel,English,USA,PG,6.1,2616,1990,Romance|Thriller|Music|Crime|Action|Comedy,47000000,Dick Tracy,8.304775999999999,103738726.0,Dick Tracy,1,4,1,2,3,2,5,6
1459,Penny Marshall,Adam Garcia,Rosie Perez,riding in cars with boys,4796,Alissa Dean,English,USA,PG-13,6.4,4867,2001,Drama|Comedy|Biography,48000000,Riding in Cars with Boys,4.556123,35743308.0,Riding in Cars with Boys,1,5,1,1,3,3,3,1
1460,Andrei Tarkovsky,Anatoliy Solonitsyn,Donatas Banionis,solaris,95,Natalya Bondarchuk,Russian,Soviet Union,PG,8.1,5881,2002,Drama|Mystery|Romance|Sci-Fi,0,Солярис,11.059785,0.0,Solaris,5,5,12,2,1,1,1,1
1462,Paul Bolger,George Carlin,Sarah Michelle Gellar,happily n'ever after,6863,Rob Paulsen,English,USA,PG,4.5,50149,2007,Children|Family|Animation|Adventure|Fantasy|Comedy,47000000,Happily N'Ever After,13.139892999999999,38085778.0,Happily N'Ever After,1,5,1,2,1,9,6,3
1463,Stephen Frears,Bronagh Gallagher,Julia Roberts,mary reilly,8349,George Cole,English,USA,R,5.8,92,1996,Horror|Drama|Thriller|Romance,47000000,Mary Reilly,12.866139,12379402.0,Mary Reilly,1,5,1,4,6,22,2,1
1464,P.J. Hogan,Christopher Masterson,Julia Roberts,my best friend's wedding,12344,Rupert Everett,English,USA,PG-13,6.3,1569,1997,Comedy|Romance,38000000,My Best Friend's Wedding,4.678572,299288605.0,My Best Friend's Wedding,1,5,1,1,1,22,2,7
1465,Joe Roth,Rainn Wilson,Julia Roberts,america's sweethearts,9176,Larry King,English,USA,PG-13,5.7,4639,2001,Comedy|Romance,0,America's Sweethearts,6.468538,0.0,America's Sweethearts,1,5,1,1,2,22,6,2
1466,Christopher Nolan,Maura Tierney,Al Pacino,insomnia,15658,Crystal Lowe,English,USA,R,7.2,1889,1997,Thriller|Drama|Mystery,0,Insomnia,3.722295,0.0,Insomnia,1,5,1,4,6,12,6,4
1470,Jonathan Frakes,Alfre Woodard,LeVar Burton,star trek: first contact,6315,Jonathan Frakes,English,USA,PG-13,7.6,1356,1996,Sci-Fi|Thriller|Action|Adventure|Drama,46000000,Star Trek: First Contact,8.808497000000001,150000000.0,Star Trek: First Contact,1,5,1,1,4,4,10,4
1471,Jimmy Hayward,Billy Blair,Michael Fassbender,jonah hex,14619,Julia Jones,English,USA,PG-13,4.7,78467,2010,Thriller|Action|Fantasy|Western|Drama,47000000,Jonah Hex,9.482806,10539000.0,Jonah Hex,1,5,1,1,2,10,1,1
1472,Edward Zwick,Matt Damon,Denzel Washington,courage under fire,33233,Scott Glenn,English,USA,R,6.6,647,1996,Mystery|Thriller|Crime|Action|Drama|War,46000000,Courage Under Fire,11.595316,100860818.0,Courage Under Fire,1,5,1,4,4,22,24,10
1473,Tom Shadyac,Swoosie Kurtz,Maura Tierney,liar liar,2070,Randall 'Tex' Cobb,English,USA,PG-13,6.8,1485,1997,Fantasy|Comedy|Romance,45000000,Liar Liar,10.102471000000001,302710615.0,Liar Liar,1,5,1,1,6,6,3,1
1474,Olivier Megaton,Luke Grimes,Liam Neeson,taken 2,16410,D.B. Sweeney,English,France,PG-13,6.3,96861,2012,Action|Drama|Crime|Thriller,45000000,Taken 2,16.376482,376141306.0,Taken 2,1,5,8,1,3,24,4,4
1475,David Zucker,Pamela Anderson,Regina Hall,scary movie 3,3629,Jenny McCarthy,English,USA,PG-13,5.5,6888,2003,Horror|Comedy,48000000,Scary Movie 3,11.142209,220673217.0,Scary Movie 3,1,5,1,1,3,7,1,2
1476,Donald Petrie,Wendy Raquel Robinson,Candice Bergen,miss congeniality,1574,Heather Burns,English,USA,PG-13,6.2,4025,2000,Action|Crime|Comedy|Romance,45000000,Miss Congeniality,9.510762,212000000.0,Miss Congeniality,1,5,1,1,7,3,1,2
1477,Eric Brevig,Brendan Fraser,Josh Hutcherson,journey to the center of the earth,17925,Anita Briem,English,USA,PG,5.8,6239,1959,Sci-Fi|Children|Family|Action|Fantasy|Adventure,0,Journey to the Center of the Earth,10.38937,10000000.0,Journey to the Center of the Earth,1,3,1,2,2,10,13,2
1489,Phillip Noyce,Polly Walker,Harrison Ford,patriot games,12757,Patrick Bergin,English,USA,R,6.9,3256,1992,Action|Thriller,45000000,Patriot Games,11.075674000000001,178051587.0,Patriot Games,1,4,1,4,5,20,2,2
1490,Robert Luketic,Jane Fonda,Adam Scott,monster-in-law,6292,Elaine Stritch,English,Germany,PG-13,5.5,33499,2005,Comedy|Romance,43000000,Monster-in-Law,6.328385,154749918.0,Monster-in-Law,1,5,6,1,5,8,5,3
1491,Denis Villeneuve,Jake Gyllenhaal,Hugh Jackman,prisoners,37321,Dylan Minnette,English,USA,R,8.1,104879,2013,Thriller|Drama|Mystery|Crime,46000000,Prisoners,11.96262,122126687.0,Prisoners,1,5,1,4,2,15,14,3
1492,Antoine Fuqua,Snoop Dogg,Denzel Washington,training day,22370,Tom Berenger,English,USA,R,7.7,4776,2001,Thriller|Drama|Crime,45000000,Training Day,13.664622,104876233.0,Training Day,1,5,1,4,5,22,5,7
1493,Dean Parisot,Enrico Colantoni,Alan Rickman,galaxy quest,26998,Robin Sachs,English,USA,PG,7.3,3175,1999,Adventure|Sci-Fi|Comedy,45000000,Galaxy Quest,15.831373999999999,90683916.0,Galaxy Quest,1,5,1,2,4,9,4,1
1494,Keenen Ivory Wayans,Veronica Cartwright,Natasha Lyonne,scary movie 2,1645,Andy Richter,English,USA,R,5.2,4388,2001,Comedy,45000000,Scary Movie 2,10.869056,141220678.0,Scary Movie 2,1,5,1,4,2,8,1,3
1495,Stephen Norrington,Traci Lords,Sanaa Lathan,blade,3174,Udo Kier,English,USA,R,7.1,2167,1998,Action|Horror|Thriller,45000000,Blade,15.043454,131183530.0,Blade,1,5,1,4,1,4,3,10
1496,Thomas Carter,Rick Gonzalez,Channing Tatum,coach carter,20299,Robert Ri'chard,English,USA,PG-13,7.2,31225,2005,Drama|Sport,30000000,Coach Carter,11.093736999999999,76669806.0,Coach Carter,1,5,1,1,3,15,4,3
1497,Roger Michell,Matt Malloy,Sydney Pollack,changing lanes,758,Bruce Altman,English,USA,R,6.5,5293,2002,Thriller|Drama,45000000,Changing Lanes,7.81862,94935764.0,Changing Lanes,1,5,1,4,3,4,2,2
1498,Luis Llosa,Eric Stoltz,Frank Welker,anaconda,3717,Kari Wuhrer,English,USA,PG-13,4.6,1499,1997,Action|Thriller|Horror|Adventure,45000000,Anaconda,14.386089000000002,136885767.0,Anaconda,1,5,1,1,1,7,8,3
1499,David McNally,Tyra Banks,Adam Garcia,coyote ugly,3106,Izabella Miko,English,USA,PG-13,5.6,3825,2000,Drama|Comedy|Music|Romance,45000000,Coyote Ugly,15.650835999999998,113916474.0,Coyote Ugly,1,5,1,1,2,3,2,1
1500,Richard Curtis,Liam Neeson,Colin Firth,love actually,28886,Kris Marshall,English,UK,R,7.7,6942,2003,Drama|Comedy|Romance,40000000,Love Actually,10.586815,244931766.0,Love Actually,1,5,2,4,2,12,24,4
1501,Albert Hughes,Jason Flemyng,Johnny Depp,from hell,41636,Ian Richardson,English,USA,R,6.8,4865,2001,Horror|Mystery|Crime|Thriller,35000000,From Hell,7.790139999999999,74558115.0,From Hell,1,5,1,4,2,27,13,1
1503,Ron Shelton,Cheech Marin,Don Johnson,tin cup,3648,Rene Russo,English,USA,R,6.3,852,1996,Drama|Comedy|Romance|Sport,45000000,Tin Cup,6.2496599999999995,53854588.0,Tin Cup,1,5,1,4,4,5,8,7
1504,Melville Shavelson,Tom Bosley,Lucille Ball,"yours, mine and ours",7493,Tim Matheson,English,USA,Unrated,7.2,26198,1968,Family|Children|Comedy,0,"Yours, Mine and Ours",3.49506,0.0,"Yours, Mine and Ours",1,3,1,11,1,1,1,2
1506,Jesse Dylan,Will Ferrell,Josh Hutcherson,kicking & screaming,27351,Robert Duvall,English,USA,PG,5.6,33495,2005,Family|Comedy|Romance|Sport,45000000,Kicking & Screaming,9.875573,56070433.0,Kicking & Screaming,1,5,1,2,2,10,24,15
1507,Joel Zwick,Nick Zano,Dania Ramirez,fat albert,4604,Alice Greczyn,English,USA,PG,4.3,30883,2004,Family|Comedy|Romance|Fantasy,0,Fat Albert,6.765442999999999,0.0,Fat Albert,1,5,1,2,2,3,2,2
1508,Russell Mulcahy,Mike Epps,Milla Jovovich,resident evil: extinction,16225,James Tumminia,English,France,R,6.3,55232,2007,Action|Sci-Fi|Horror|Thriller,45000000,Resident Evil: Extinction,3.009134,148412065.0,Resident Evil: Extinction,1,5,8,4,3,11,10,1
1509,Frank Coraci,Adam Sandler,Bella Thorne,blended,49743,Joel McHale,English,USA,PG-13,6.5,111617,2014,Comedy|Romance,40000000,Blended,10.395472,123494610.0,Blended,1,5,1,1,5,4,19,1
1510,Wayne Wang,Alicia Witt,LL Cool J,last holiday,3757,Timothy Hutton,English,USA,PG-13,6.4,42732,2006,Adventure|Drama|Comedy,45000000,Last Holiday,5.53836,38399961.0,Last Holiday,1,5,1,1,5,10,7,4
1514,Oliver Stone,Shea Whigham,Demián Bichir,savages,1948,Gary Stretch,English,USA,R,6.5,56956,1972,Thriller|Crime|Fantasy|Drama|Comedy,0,Savages,0.41763599999999995,0.0,Savages,1,3,1,4,13,1,4,2
1520,David R. Ellis,Valerie Cruz,Richard Burgi,cellular,1102,Will Beinbrink,English,USA,PG-13,6.5,8860,2004,Mystery|Thriller|Crime|Action|Drama,25000000,Cellular,5.9188160000000005,56422687.0,Cellular,1,5,1,1,3,2,1,1
1521,Peter Howitt,Natalie Imbruglia,Kevin McNally,johnny english,1461,Ben Miller,English,UK,PG,6.1,6550,2003,Action|Thriller|Comedy|Adventure,40000000,Johnny English,8.739991,160583018.0,Johnny English,1,5,2,2,4,7,1,1
1522,David Lynch,Jürgen Prochnow,Virginia Madsen,dune,2449,José Ferrer,English,USA,PG-13,6.6,2021,1984,Action|Sci-Fi|Adventure,40000000,Dune,9.261189,30925690.0,Dune,1,4,1,1,4,5,2,2
1524,Julie Taymor,T.V. Carpio,Jim Sturgess,across the universe,5405,Robert Clohessy,English,USA,PG-13,7.4,54190,2007,Fantasy|Drama|Romance|Musical,0,Across the Universe,9.161581,0.0,Across the Universe,1,5,1,1,2,5,1,2
1526,Sam Mendes,Kate Winslet,Leonardo DiCaprio,revolutionary road,53895,Joe Komara,English,USA,R,7.3,65130,2008,Drama|Romance,35000000,Revolutionary Road,12.265867,75225693.0,Revolutionary Road,1,5,1,4,6,13,17,1
1527,Richard Donner,David Zayas,Bruce Willis,16 blocks,15053,Sasha Roiz,English,Germany,PG-13,6.6,43936,2006,Action|Drama|Crime|Thriller,55000000,16 Blocks,11.887779,65664721.0,16 Blocks,1,5,6,1,10,26,3,2
1528,Mathieu Kassovitz,Charlotte Rampling,Vin Diesel,babylon a.d.,15990,David Belle,English,France,PG-13,5.6,61350,2008,Action|Sci-Fi|Thriller|Adventure,70000000,Babylon A.D.,9.273808,72108608.0,Babylon A.D.,1,5,8,1,2,9,8,1
1529,Harold Ramis,Brian Doyle-Murray,John de Lancie,multiplicity,2348,Obba Babatundé,English,USA,PG-13,6.0,719,1996,Sci-Fi|Comedy|Romance,45000000,Multiplicity,8.768806,0.0,Multiplicity,1,5,1,1,8,4,5,1
1530,John Schultz,Carter Jenkins,Malese Jow,aliens in the attic,3423,Tim Meadows,English,USA,PG,5.4,70282,2009,Sci-Fi|Children|Family|Adventure|Fantasy|Comedy,45000000,Aliens in the Attic,11.618472,57881056.0,Aliens in the Attic,1,5,1,2,3,2,2,3
1531,Billy Bob Thornton,Henry Thomas,Matt Damon,all the pretty horses,15006,Sam Shepard,English,USA,PG-13,5.8,4031,2000,Western|Drama|Romance,57000000,All the Pretty Horses,7.345133000000001,0.0,All the Pretty Horses,1,5,1,1,2,24,4,11
1532,Oliver Stone,Bob Hoskins,Anthony Hopkins,nixon,21130,Joan Allen,English,USA,R,7.1,14,1995,Drama|History|Biography,44000000,Nixon,5.092,13681765.0,Nixon,1,5,1,4,13,20,11,5
1533,Stephen Sommers,Jason Flemyng,Djimon Hounsou,deep rising,6558,Wes Studi,English,USA,R,6.0,1762,1998,Action|Sci-Fi|Horror|Adventure,45000000,Deep Rising,6.922458,11203026.0,Deep Rising,1,5,1,4,2,12,13,4
1534,Spike Lee,Omari Hardwick,Joseph Gordon-Levitt,miracle at st. anna,26982,Laz Alonso,English,USA,R,6.0,61991,2008,Mystery|Thriller|Crime|Action|Drama|War,45000000,Miracle at St. Anna,11.221186,9323833.0,Miracle at St. Anna,1,5,1,4,14,14,4,6
1535,Danny Pang,Charlie Yeung,Nicolas Cage,bangkok dangerous,12166,James With,English,USA,R,5.4,4868,2000,Action|Romance|Crime|Thriller,0,เพชฌฆาตเงียบอันตราย,6.503788,0.0,Bangkok Dangerous,1,5,1,4,1,22,1,1
1539,Barry Sonnenfeld,Janeane Garofalo,Zooey Deschanel,big trouble,13917,Omar Epps,English,USA,PG-13,6.5,4774,2002,Thriller|Crime|Comedy,40000000,Big Trouble,5.761051,8493890.0,Big Trouble,1,5,1,1,3,14,9,7
1543,Mike Newell,Giovanna Mezzogiorno,Marcela Mar,love in the time of cholera,538,Unax Ugalde,English,USA,R,6.4,56001,2007,Drama|Romance,45000000,Love in the Time of Cholera,5.20735,4607608.0,Love in the Time of Cholera,1,5,1,4,7,1,1,1
1544,Manuel Carballo,Clotilde Hesme,Pierre Perrier,the returned,654,Céline Sallette,French,France,TV-MA,8.3,116493,2013,Mystery|Thriller|Fantasy|Horror|Drama,0,The Returned,4.7614410000000005,0.0,The Returned,2,5,8,6,1,1,1,1
1545,George P. Cosmatos,Ben Gazzara,Sam Waterston,shadow conspiracy,2457,Nicholas Turturro,English,USA,R,4.9,1055,1997,Action|Thriller,45000000,Shadow Conspiracy,3.733574,2154540.0,Shadow Conspiracy,1,5,1,4,3,4,3,4
1546,Oliver Parker,Tim McInnerny,Daniel Kaluuya,johnny english reborn,661,Togo Igawa,English,USA,PG,6.3,90522,2011,Thriller|Crime|Action|Adventure|Comedy,45000000,Johnny English Reborn,10.668658,160078586.0,Johnny English Reborn,1,5,1,2,3,1,1,1
1547,Lawrence Kasanoff,Larry Miller,Jerry Stiller,foodfight!,3090,Harvey Fierstein,English,USA,PG,1.7,120222,2012,Children|Family|Animation|Action|Fantasy|Comedy,65000000,Foodfight!,6.693589,73706.0,Foodfight!,1,5,1,2,1,5,9,4
1548,Ben Affleck,Scoot McNairy,Clea DuVall,argo,3133,Tate Donovan,English,USA,R,7.7,97304,2012,Thriller|Drama|History|Biography,44500000,Argo,14.238234,232324128.0,Argo,1,5,1,4,1,6,5,4
1549,Barry Levinson,Brad Pitt,Robert De Niro,sleepers,37076,Minnie Driver,English,USA,R,7.5,1061,1996,Thriller|Drama|Crime,44000000,Sleepers,9.198283,165615285.0,Sleepers,1,5,1,4,12,41,24,10
1550,George P. Cosmatos,Julia Nickson,Sylvester Stallone,rambo: first blood part ii,15662,Martin Kove,English,USA,R,6.4,2402,1985,Action|Thriller|War|Adventure,44000000,Rambo: First Blood Part II,11.924462,300400432.0,Rambo: First Blood Part II,1,4,1,4,3,19,1,2
1551,Norman Ferguson,Dickie Jones,Mel Blanc,pinocchio,1178,Cliff Edwards,English,USA,Approved,7.5,596,1940,Children|Animation|Family|Fantasy|Musical,2600000,Pinocchio,14.202283999999999,84300000.0,Pinocchio,1,2,1,12,1,1,1,1
1563,Michael Cimino,Sam Waterston,Jeff Bridges,heaven's gate,14255,Isabelle Huppert,English,USA,R,6.8,5184,1980,Adventure|Drama|Western,44000000,Heaven's Gate,4.393576,3484331.0,Heaven's Gate,1,4,1,4,1,14,4,5
1564,Len Wiseman,Tony Curran,Sophia Myles,underworld: evolution,2998,Derek Jacobi,English,USA,R,6.8,42738,2006,Sci-Fi|Thriller|Action|Fantasy|Adventure|Horror,50000000,Underworld: Evolution,12.496805,111340801.0,Underworld: Evolution,1,5,1,4,3,4,7,6
1565,Gus Van Sant,Rob Brown,F. Murray Abraham,finding forrester,1801,Michael Nouri,English,USA,PG-13,7.3,4019,2000,Drama,43000000,Finding Forrester,10.536255,80049764.0,Finding Forrester,1,5,1,1,7,5,1,2
1566,Betty Thomas,Viggo Mortensen,Steve Buscemi,28 days,23864,Elizabeth Perkins,English,USA,PG-13,6.0,3534,2000,Drama|Comedy,43000000,28 Days,4.7566690000000005,0.0,28 Days,1,5,1,1,4,30,12,5
1567,Burr Steers,Charlie Tahan,Augustus Prew,charlie st. cloud,1066,Valerie Tian,English,USA,PG-13,6.5,79588,2010,Fantasy|Drama|Romance,44000000,Charlie St. Cloud,6.273130999999999,48190704.0,Charlie St. Cloud,1,5,1,1,3,2,2,1
1568,Phil Lord,Dax Flame,Channing Tatum,21 jump street,19968,Rob Riggle,English,USA,R,7.2,93510,2012,Action|Crime|Comedy,42000000,21 Jump Street,11.250764,201585328.0,21 Jump Street,1,5,1,4,4,15,2,6
1569,Roger Michell,Clarke Peters,Julia Roberts,notting hill,9255,Dylan Moran,English,UK,PG-13,7.0,2671,1999,Drama|Comedy|Romance,42000000,Notting Hill,9.874042999999999,363889678.0,Notting Hill,1,5,2,1,3,22,2,2
1570,Peter Lord,Miranda Richardson,Imelda Staunton,chicken run,1817,Julia Sawalha,English,UK,G,7.0,3751,2000,Children|Family|Animation|Adventure|Drama|Comedy,45000000,Chicken Run,11.834245,224834564.0,Chicken Run,1,5,2,3,1,7,6,1
1571,John Hamburg,Masi Oka,Philip Seymour Hoffman,along came polly,24534,Debra Messing,English,USA,PG-13,5.9,7173,2004,Comedy|Romance,42000000,Along Came Polly,15.725542,171963386.0,Along Came Polly,1,5,1,1,3,18,2,4
1572,Reginald Hudlin,Eartha Kitt,John Witherspoon,boomerang,3841,Geoffrey Holder,English,USA,R,5.4,122,1992,Drama|Comedy|Romance,40000000,Boomerang,6.506983,70100000.0,Boomerang,1,4,1,4,2,5,2,2
1574,Joseph L. Mankiewicz,Richard Burton,Martin Landau,cleopatra,2957,Roddy McDowall,English,UK,Approved,7.0,4274,1963,Drama|History|Biography|Romance,31115000,Cleopatra,8.591238,71000000.0,Cleopatra,1,3,2,12,1,9,2,6
1589,Frank Coraci,Reggie Lee,Salma Hayek,here comes the boom,6727,Charice,English,USA,PG,6.5,97836,2012,Action|Comedy|Sport,0,Here Comes the Boom,13.409588000000001,73100172.0,Here Comes the Boom,1,5,1,2,5,14,3,1
1590,Carl Franklin,Adam Scott,Morgan Freeman,high crimes,15571,Bruce Davison,English,USA,PG-13,6.3,5282,2002,Thriller|Drama|Mystery|Crime,42000000,High Crimes,8.371005,63781810.0,High Crimes,1,5,1,1,3,33,8,3
1591,John Glen,Talisa Soto,Robert Davi,licence to kill,2371,Anthony Zerbe,English,UK,PG-13,6.6,2990,1989,Action|Thriller|Adventure,32000000,Licence to Kill,11.137888,156167015.0,Licence to Kill,1,4,2,1,3,3,3,1
1592,Catherine Hardwicke,Billy Burke,Gary Oldman,red riding hood,15369,Virginia Madsen,English,USA,PG-13,5.4,85397,2011,Fantasy|Mystery|Horror|Thriller,42000000,Red Riding Hood,10.174298,89162162.0,Red Riding Hood,1,5,1,1,4,13,9,5
